,business_id,latitude,longitude,stars,review_count,categories
1176,_I5upW_pN1Xjs9xs_1jMEg,27.9669244,-82.4920375,4.0,26,"Salad, Restaurants, American (Traditional), Sandwiches, Breakfast & Brunch, Diners, Waffles"
1177,MLHZ9MOx1NlIqTOkeWKipA,27.9501585306,-82.4695999548,4.0,57,"Music Venues, American (Traditional), Nightlife, Bars, Pubs, Arts & Entertainment, Restaurants, Food, Cocktail Bars, Coffee & Tea"
1178,bkveDqqqt2Q9oXdXg6Jw2A,28.05351,-82.4364752,3.0,69,"Food, Fast Food, Buffets, Indian, Restaurants, Desserts"
1179,rpR47Nl45OKNbv9OEUkIBA,28.0638891,-82.5522685,2.5,14,"Fast Food, Restaurants, Burgers"
1180,H0UeLT7rL0D6s1Sd3lTu_Q,27.9526564291,-82.4593199566,5.0,45,"Personal Chefs, Food Delivery Services, Event Planning & Services, Restaurants, Food"
1181,8GL0bKt_-FfkVyBGuWAnjA,28.1518346,-82.3528676,2.5,13,"Restaurants, Japanese"
1182,DzdgPagfZuvBPEbAyBHHFg,27.968424,-82.565792,3.0,6,"Restaurants, Seafood"
1183,QN_zsAFypp7lCuK7Txr-eg,27.965821,-82.549383,4.5,10,"Cafes, Delis, Restaurants, Sandwiches"
1184,yQK-MSBijno2iMfUZ2JjzQ,27.8940506256,-82.5068253279,3.0,44,"Fast Food, Mexican, Caterers, Event Planning & Services, Restaurants"
1185,mlxJy8BKHKpRglLXWCyoNQ,27.951120184,-82.4636300281,3.5,12,"Bakeries, Cafes, Coffee & Tea, Food, Restaurants"
1186,6KLYTdC1qESvw0VaremJbQ,27.9863175,-82.4514743,4.0,10,Food
1187,vkIhDz7eJScEN2CZnGAkjg,27.942112,-82.462998,3.5,17,"Donuts, Coffee & Tea, Cajun/Creole, Food, Restaurants"
1188,Lq1fNQQBMwG4NWRS3UcrFw,28.085528,-82.50622,3.0,31,"Restaurants, Chinese"
1189,Z7fw-YKQTHiNZqu_Vw10Pg,27.946144,-82.458664,2.0,7,"Restaurants, Salad"
1190,rL6NesYwdd8jTML8-xSlAw,27.963471,-82.50618,2.5,17,"Nightlife, Burgers, American (New), Restaurants, Beer, Wine & Spirits, Food, Bars"
1191,UhA77Rfgcm46B7pUDCVh4g,27.9458803,-82.5050952,4.0,93,"Chicken Shop, Restaurants"
1192,yui1n1JawiW9g7RR62a_wA,27.949494,-82.506132,4.0,594,"Korean, Sushi Bars, Restaurants, Japanese"
1193,DpYuRZEKlNYHhaexx7a4JQ,28.0439668,-82.5966927,4.5,108,"Lounges, Nightlife, Cocktail Bars, Bars"
1194,13d2KpxrbQClDR-72pgjvg,27.996878,-82.552461,2.5,5,"Fast Food, Restaurants, Food Trucks, Mexican, Food, Tacos"
1195,2YanqRyvO7nzfwi2SPQa7w,27.9810193604,-82.3868065365,1.5,36,"Burgers, Coffee & Tea, Restaurants, Fast Food, Food"
1196,4k1CBVYSQvE2OuikeZ0KEg,28.08626307,-82.5057625026,4.5,17,"Bubble Tea, Food, Ice Cream & Frozen Yogurt"
1197,B62OWlFCOM_w7CWrk42fsg,27.9485476,-82.4557896,4.0,6,"Sandwiches, Restaurants, Breakfast & Brunch, Cafes, Latin American"
1198,eM8kmbbkjtvYKL2kHsARsQ,27.9527707,-82.458873,4.5,71,"Food, Breakfast & Brunch, Restaurants, Cafes, Sandwiches, Coffee & Tea"
1199,l1WzqHQhNznoJ8zdadaRGw,27.952294,-82.380961,1.0,10,"Pizza, Restaurants"
1200,_12864iQDcnAs317NlF0hQ,28.05694,-82.4345,2.5,265,"Restaurants, Bars, Nightlife, Cinema, American (Traditional), Arts & Entertainment"
1201,HNMN7NhEvA64Z0FDEA2Twg,28.127516,-82.367689,4.0,268,"Restaurants, Desserts, Food, Pan Asian, Asian Fusion, Cantonese, Thai, Chinese"
1202,P9opZlROUIXPYQd9lqnbtA,27.8923894,-82.5054455,4.5,64,"Bowling, Active Life, Arts & Entertainment, Arcades, Nightlife, Bars, Venues & Event Spaces, Cocktail Bars, Event Planning & Services"
1203,3pTFz8RH9AZ9JoeWfGqXHg,27.879846,-82.4936063,3.5,6,"Vegan, Acai Bowls, Restaurants, Food, Juice Bars & Smoothies, Organic Stores"
1204,zy-BlEF0mkvAwOk3ru1WLA,28.064665,-82.502782,3.5,22,"Restaurants, Barbeque, American (Traditional)"
1205,ZWMu7ZZfVPypa-CCgKDKWA,28.0432142,-82.5931909,3.5,49,"Nightlife, American (Traditional), Restaurants, Bars"
1206,F9D2mQ4u-D5i0EWrcI01DQ,27.9845727,-82.5687981,4.5,194,"Event Planning & Services, Ethnic Food, Asian Fusion, Specialty Food, Ethnic Grocery, Gluten-Free, Thai, Cooking Classes, Restaurants, Caterers, Shopping, Food, Arts & Crafts, Vegetarian"
1207,7u0aEHaAOT0ftI-aFfxM2g,27.960212,-82.50615,1.0,9,"Restaurants, Burgers, Fast Food"
1208,j4KA-BujEH7xmG6bD5E-gQ,28.0921058107,-82.5018056153,4.0,548,"Restaurants, American (Traditional), Food, American (New)"
1209,GfJmQCelwucGA2CQU_yE9Q,27.971621,-82.4851324,4.0,60,"Meat Shops, Specialty Food, Grocery, Food"
1210,YCdHeM8GBpKsU3XSEkGvMg,28.094306,-82.504314,4.0,110,"Restaurants, Mediterranean"
1211,IcJn455jAVb9HWfobnNEmA,28.0330687,-82.4068726,4.5,82,"Restaurants, Vegetarian, Food, Caribbean, Indian, Coffee & Tea, Bagels"
1212,by0REISxlPfRfCrMmULXaw,28.0248866,-82.5067526,3.0,30,"Restaurants, Latin American, Cuban, Food, Juice Bars & Smoothies"
1213,N_KCIzBrdP5J3EcLFc2Aag,27.9270636,-82.4538991,5.0,17,"Food, Pop-up Shops, Acai Bowls, Juice Bars & Smoothies, Shopping, Vegan, Restaurants"
1214,rKx-J2H54p2eZIdn8JvJuA,27.96087,-82.464362,3.5,294,"Nightlife, Bars, Cocktail Bars, Restaurants, Lounges, Tapas Bars"
1215,DA_h6Kz5382NcSm4D6r_lQ,28.0801186242,-82.4355732879,2.0,21,"Tex-Mex, Restaurants, Tacos, Mexican, Breakfast & Brunch, Fast Food"
1216,ep5qO5-HdYH8zKfz0LLqCA,27.9597881,-82.5336744,3.0,46,"Desserts, Food, Coffee & Tea, Specialty Food"
1217,202GrPOZxLVRBLg8HcwSSQ,27.9601701007,-82.5050097334,2.0,82,"Mexican, Fast Food, Restaurants"
1218,aVhnHz9im8gFmdq4d_abIw,27.9954205,-82.4355309,3.0,9,"Convenience Stores, Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Food, Photography Stores & Services, Drugstores"
1219,r0pr17fTlwAThRcoOAeY_Q,27.964759,-82.5124414,4.0,128,"Shopping, Nightlife, Tobacco Shops, Bars, Lounges"
1220,RPgiI4k8cSwta5C2gFkfTQ,28.068846,-82.4631539,2.0,34,"Coffee & Tea, Food, Donuts"
1221,j8hscD6sTMcmaLzCTJjEWA,28.0549647,-82.4266375,3.0,5,"Food, Restaurants, Cafes, Juice Bars & Smoothies"
1222,AXSZ-tixsNmq0Wk8Q0HpTg,27.9630304,-82.4675144,4.5,15,"Seafood, Restaurants, Food, Food Trucks"
1223,4e3WUz7hN1-EwGtTDC5flA,27.9509364,-82.4600883,3.5,22,"Restaurants, Wraps, Sandwiches, Salad"
1224,KMytEZ9j9w8Xec4kjHRgVg,27.8232659,-82.4864584,3.5,13,"Food, Active Life, Restaurants, Beaches, Seafood"
1225,LKcUsq9NPXMqUuTgS4Sx1Q,27.934214,-82.483269,3.5,20,"Middle Eastern, Vegetarian, Falafel, Mediterranean, Restaurants, Kebab"
1226,yyJpxbSLt289OC11gXshOQ,27.9862451827,-82.5700257736,4.0,5,"Chicken Wings, Restaurants, Pizza, Salad"
1227,refu5MpA0ZFzfeW83-3bBw,28.05118,-82.524969,3.5,46,"Seafood Markets, Grocery, Meat Shops, Specialty Food, Food"
1228,BtiXSXehxaUH8AlX45jTyg,28.0566962112,-82.426800448,3.5,63,"Bakeries, Food, Ice Cream & Frozen Yogurt"
1229,U0xnFDNnxapnjUU7BJoibw,28.1691024,-82.3528657,3.5,94,"Restaurants, Thai, Sushi Bars, Asian Fusion"
1230,_9qWs1IK1Rw3r04Fjw86yQ,28.2354162269,-82.3521299174,3.5,5,"Beer, Wine & Spirits, Food"
1231,VrvUBUiYT3kLgIx5pED90w,27.966475,-82.504037,3.0,170,"Chicken Wings, Sports Bars, Nightlife, Restaurants, Bars"
1232,OAT5j2W8F5ypj0eDGH22Xg,27.940375799999998,-82.368267,1.5,6,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food"
1233,b05wG00_-dkmREglAsCbfA,27.9419344,-82.4615883,4.0,218,"Irish, Nightlife, Pubs, Bars, Restaurants"
1234,PRWLolApFNliC92zQMfm9w,27.94433,-82.52547,3.0,155,"Hotels & Travel, Airports, American (Traditional), Restaurants, Steakhouses, Seafood"
1235,xBhKHmQc3s_SRkFrJbL4_Q,28.1001240987,-82.3989622796,4.0,42,"Grocery, Drugstores, Food, Shopping"
1236,pPpaOXOwcuO7z0sDghmOgw,27.941764,-82.484845,4.0,117,"Food, Party & Event Planning, Grocery, Event Planning & Services"
1237,4MJE_Su0_gQ1Z9giIYyPqg,27.9402211,-82.4826603,2.5,112,"American (New), Restaurants, Bars, Nightlife"
1238,e_I5XJCBjG367FQ9ZLtlsQ,27.9630945,-82.4811182,4.5,5,"Nightlife, Arts & Entertainment, Bars, Social Clubs, DJs, Cocktail Bars, Dance Clubs, Event Planning & Services, Pubs"
1239,_69Q6f_Whq0M8Z9HpkRctg,27.96548,-82.503711,2.0,13,"Juice Bars & Smoothies, Sandwiches, Restaurants, Food"
1240,Dbgv4FjJ89mkhRz9fefBpw,28.085833,-82.539579,4.0,255,"Restaurants, Beer Bar, Bars, Nightlife, Diners, Food, Desserts, Italian"
1241,_Y6BtWLCjX-PuqoRLRg7qg,28.0288542887,-82.5055484428,2.0,22,"Chicken Wings, Restaurants, Fast Food, Chicken Shop"
1242,zWkabha6AGOGGIcKMqACXg,27.9444671,-82.4711888,4.0,166,"Restaurants, Middle Eastern"
1243,iRPI2yqxJLRn3LCL2uQwgA,27.9482011,-82.4831702,4.5,90,"Acai Bowls, Juice Bars & Smoothies, Food, Organic Stores"
1244,P6yEoVMgPjjemua0mGD2oA,28.0550302508,-82.4438512353,3.0,13,"Pawn Shops, Shopping"
1245,Fs-pyEGN3Sl_-8VELoGwYw,27.9961336,-82.3860678,4.0,18,"Cuban, Restaurants"
1246,LdaL7o0uwl5_2RR_ffUpOw,28.0405005,-82.541411,4.5,14,"Restaurants, Food, Mexican, Food Trucks"
1247,UnBgLQYMzt-lWwIxHc_f6g,27.9016943352,-82.5057077082,3.5,33,"Sushi Bars, Restaurants, Thai"
1248,6tsO4gM97pjPaed6lJ1GuQ,28.0830365431,-82.412022007,4.0,38,"Delis, Fast Food, Restaurants, Sandwiches"
1249,n8jEyU-H3f0PN1G4IwPyUw,27.8891101,-82.4936851,3.0,36,"Sports Bars, Nightlife, Bars"
1250,VHkyumKNlv4KW25uSKvKgg,27.9444677,-82.484519,2.5,64,"Dance Clubs, Bars, Lounges, Nightlife"
1251,Ve97h3uXRrm3jAhJmIyTag,27.9600821,-82.438332,3.5,72,"Bars, Chicken Wings, Restaurants, American (Traditional), Beer, Wine & Spirits, Nightlife, Food"
1252,1wy8va7aZ7eXXCIVGajYhw,27.9751298905,-82.53224,3.0,25,"Soup, Restaurants, Sandwiches, Fast Food, Breakfast & Brunch, Salad"
1253,eEwLhzAmyLYKRPeisMg_UA,27.9682894,-82.4197265,5.0,5,"Food, Restaurants, Bakeries"
1254,jmG_QxXXfz2cnw9dQCXJLQ,27.9452469,-82.5104474,4.5,376,"Sandwiches, Bakeries, Breakfast & Brunch, Food, Restaurants"
1255,_qY6dVBchZloskbrvvxeDg,27.990819835,-82.4514826,3.5,6,"Food, Coffee & Tea"
1256,bqJSblRnV1Qf689lxIFBiw,28.0249493879,-82.4816715717,4.5,65,"Vietnamese, Juice Bars & Smoothies, Food, Bubble Tea, Coffee & Tea, Restaurants"
1257,ZvtCgrTJHkfzd-90zhqy6w,28.0431634092,-82.5929063952,4.0,13,"Desserts, Comfort Food, Food, Ice Cream & Frozen Yogurt, Do-It-Yourself Food, Restaurants"
1258,zjLT8ELDYxxknQ9ZLrl6_w,27.9159014862,-82.4947635731,3.5,274,"Restaurants, Caterers, Sandwiches, Burgers, Event Planning & Services, Breakfast & Brunch, American (Traditional)"
1259,I1OxClAOgTM2vPTSVaP7sA,27.9434082389,-82.4475907943,2.5,138,"American (Traditional), Restaurants, Bars, Chicken Wings, Nightlife, Sports Bars"
1260,eiGYExjwL-rxl7rP6i4trQ,27.903553,-82.5057506,2.0,28,"Restaurants, Fast Food, Delis, Sandwiches"
1261,Pz8L8B8Ig-0aD21-z_vDQQ,27.939587,-82.4826726,5.0,22,"Food, Poke, Hawaiian, Restaurants"
1262,RCdcS8gs14E7pOpACRHJyQ,27.9490348926,-82.4578865534,3.5,14,"Tacos, Food Trucks, Mexican, Food, Restaurants"
1263,Ms4t3n7XJhj6nCdzNw58Xw,28.0874809,-82.5025156,4.0,19,"Food, Florists, Department Stores, Grocery, Flowers & Gifts, Fashion, Shopping"
1264,p2j5sADK9ucYX5eRmfZw1w,27.949554,-82.4750190228,4.5,69,"Restaurants, Food, Sandwiches, Food Trucks, Barbeque, Event Planning & Services, Caterers, Smokehouse"
1265,6BDNm5i2vGir81rz0tAjOA,27.932513,-82.505245,4.0,67,"Restaurants, American (New)"
1266,i8F7QkAedeIvcSN81evTRA,27.9256239,-82.453146,2.0,7,"Sandwiches, Restaurants, Fast Food"
1267,vbS3WAEzp0yKqJhAig1qow,28.0686351,-82.4454751,2.5,10,"Pizza, Restaurants"
1268,QzwtJd7pF9fBY8WHVQfKfw,28.080771722,-82.4280881,3.5,190,"Gastropubs, Nightlife, American (New), Sports Bars, Bars, Breakfast & Brunch, Beer Bar, German, Restaurants, Modern European"
1269,kQ-JMOQ_OJL7TZvA0u-WrQ,27.9419985,-82.4785445,4.0,132,"Cocktail Bars, Bars, Restaurants, American (New), Nightlife"
1270,8NKZfdJaSrPA-OXfyQ07YQ,28.032675,-82.425695,2.0,6,"Food, Restaurants, American (Traditional), Bakeries"
1271,YXNQtZ1cznvfMueXUMYFnA,27.9751314283,-82.5322477296,3.5,12,"Food, Pretzels"
1272,p552G8LQcvOM0KHS7Y5ObQ,28.0223699,-82.5039534,3.0,25,"Bowling, Arcades, Active Life, Bars, Arts & Entertainment, Nightlife"
1273,9b-f5UYiS6LzBZHPXTLsRg,27.9605029,-82.4401933,3.5,24,"Restaurants, Irish"
1274,mUI4DJagyUyu76qnRKl_eA,27.9409384354,-82.4539652798,3.0,97,"Restaurants, Bars, Burgers, Sports Bars, Nightlife"
1275,aDatT6ZyfzHtTBIk-33ntg,28.0785132207,-82.5079718,4.0,33,"Korean, Asian Fusion, Restaurants, Chicken Wings"
1276,4qYJCNgJ1s1gseD6YP840g,27.9443969,-82.5112689,4.5,50,"Ice Cream & Frozen Yogurt, Food"
1277,aOJDVHCn9iBIC33l_2HTRg,27.939717,-82.4518049,3.5,248,"Restaurants, Venues & Event Spaces, Event Planning & Services, Asian Fusion, American (New), Southern, Cafes"
1278,Lm6VyDb-DPfSiUYb8S4_TA,28.1445589708,-82.3546334163,4.0,77,"Food, Restaurants, Vegetarian, Greek"
1279,X4ydgnH-IfbJBcqEJ3Nsrg,27.9956835,-82.4262254,4.5,16,"Restaurants, Mexican"
1280,dQPccM6B0MyuYJpx7DXlaA,28.0250178,-82.5166075,4.0,51,"Restaurants, Fast Food, Filipino"
1281,QcMfwRVtimAdCL92CAFAwQ,27.9451377,-82.5171578,4.5,7,"Vape Shops, Tobacco Shops, Shopping"
1282,6S6eIHe-L7XWM22VvhFsRA,27.9294844,-82.5059826669,4.0,12,"Shaved Ice, Food, Desserts, Ice Cream & Frozen Yogurt"
1283,IgjKXg7jnoUqb5H2MqCR7w,28.1280482,-82.3694399,4.5,11,"Restaurants, Juice Bars & Smoothies, Acai Bowls, American (New), Food, Salad"
1284,TlVR0GNI6MsJyS0e74OhnA,27.9236951033,-82.3408286179,4.0,252,"Restaurants, Breakfast & Brunch, Diners"
1285,Cnh1x6j-wyPP8W_6b0A11g,27.9946657837,-82.4512644859,4.0,61,"Food, Food Delivery Services"
1286,2zeC6SFWDgf7lMFRDqFyiQ,27.9495855427,-82.4603430203,5.0,29,"Food, Desserts, Shopping, Flowers & Gifts, Specialty Food, Gift Shops, Gelato, Chocolatiers & Shops"
1287,oF3QPsczR9ZiXPK89tdJaA,28.025082,-82.481491,4.0,372,"Chinese, Restaurants"
1288,_o9-JRHHg4pdXXl-LD3k1w,27.9511531167,-82.4474879598,3.0,144,"Breakfast & Brunch, Diners, American (Traditional), Restaurants, Mexican"
1289,O5fOOofCo7aHS7md5x7qdQ,27.9816518245,-82.5346171345,2.5,12,"Seafood, Sushi Bars, Restaurants"
1290,9QBB0TabbEeZq123hcC-RA,28.0250303,-82.4869215,4.0,20,"Latin American, Food Trucks, Food, Restaurants"
1291,1O3049ULg-o1MxmR_w95Tw,27.948921,-82.445867,4.5,25,"Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Breakfast & Brunch, Food, Donuts"
1292,-Y0d5ckFTrjvzxZCQoxhhQ,27.9015546638,-82.5180817772,4.0,134,"Italian, Caterers, Restaurants, Event Planning & Services"
1293,jA9unf8UpI7OSyJYM3BaFA,27.9434563,-82.4475968,3.0,5,"American (Traditional), Restaurants"
1294,WGkzlnlPLurjUs6rYtcxFQ,28.0273529,-82.5839056,3.5,18,"Restaurants, Chinese"
1295,P18TWSZvw1z0ByLxiCRD2g,28.0556718,-82.4402187,3.0,18,"Food, International Grocery, Restaurants, Grocery, Indian"
1296,q2o9Byux2frVX9EtuP7qmw,28.0556385,-82.4274875,4.5,304,"American (Traditional), Food, Vegetarian, Salad, Juice Bars & Smoothies, Restaurants, Wraps, Vegan, Gluten-Free, American (New)"
1297,dzKnKr_yoSruHzIqVzkpUw,27.9958701,-82.4482293941,3.5,7,"Wraps, Restaurants, Caribbean, Barbeque"
1298,yAJd-jQH_RoV4xyVrfHPSQ,28.0132056,-82.4516029,4.5,135,"Seafood, Restaurants, Food"
1299,GVdpTzABX6hTavq6RfxJTQ,28.0546094,-82.582498,3.0,23,"American (Traditional), Italian, Restaurants, Pizza"
1300,FcIzWv4rTa2MwWk3lPSV6w,27.9964133875,-82.5101452272,4.0,5,"Specialty Food, Butcher, Fruits & Veggies, Food, Grocery"
1301,ONna8pN-Wf-yqwUGqOluhw,27.9486425,-82.4590705,4.0,165,"Basque, Tapas Bars, Spanish, Restaurants"
1302,zarrSwnR7PDD-7w9usNVYQ,28.079026,-82.50594,4.0,41,"Restaurants, Health Markets, Fast Food, Cafes, Food, Specialty Food"
1303,AlMozN7JtyrIDsyrgqRZzw,28.0957957894,-82.5028851628,2.0,24,"Restaurants, American (New), Food, Burgers, Coffee & Tea, Fast Food"
1304,vz8QoRY9DQd-My5RtRx9tQ,27.9490214,-82.4573594,4.5,23,"Sushi Bars, Sandwiches, Restaurants"
1305,HrprPTeiXHPPlpLJ3wfljw,27.945599,-82.476241,2.0,29,"Department Stores, Grocery, Fashion, Food, Drugstores, Electronics, Shopping"
1306,bdXSkYTovwYSv2hpOp5iZQ,27.9416592,-82.4781736,3.0,124,"Pizza, Restaurants, Nightlife, Lounges, Event Planning & Services, Venues & Event Spaces, Dance Clubs, Bars"
1307,WbI0hy9A41X0rYk3oKqnDw,28.0538162,-82.4464434,2.0,77,"Restaurants, Chinese"
1308,KeM5P3tmiRbZQ-fldTPw9A,27.943925,-82.451432,3.0,123,"Beer, Wine & Spirits, Bars, Restaurants, Lounges, American (Traditional), Food, Nightlife"
1309,rrycCum3vdYBF1QuXWHRuQ,28.0830934,-82.4595547,4.5,8,"Asian Fusion, Sushi Bars, Restaurants"
1310,S5vZ2IoxzDuYAqflnPz8Eg,28.0076491,-82.5043,1.5,9,"Drugstores, Convenience Stores, Pharmacy, Photography Stores & Services, Shopping, Food, Health & Medical"
1311,T6MMP8oM-xCdZsQm3cYhhQ,28.0658303437,-82.581532225,3.5,17,"Bars, Irish Pub, Sports Bars, Nightlife"
1312,x9HL5aRje41L1chFrHA21w,27.9971,-82.5814,1.5,10,"Shopping, Drugstores, Pharmacy, Food, Health & Medical, Convenience Stores"
1313,i-uABdmEu9tVOglhhdFxCg,27.9517677,-82.4983499,4.0,8,"Bartending Schools, Nightlife, Event Planning & Services, Specialty Schools, Bartenders, Education, Bars"
1314,0ZsqqzHu1HHkDdIKoivi5g,27.937562888,-82.4760280006,3.5,766,"Restaurants, Burgers, Food, Diners, Breakfast & Brunch, Desserts, Sandwiches"
1315,DSrVrCa8nK3HPG0Hwa4ntQ,27.9325705,-82.483258,3.5,7,"Restaurants, Cafes, Bakeries, Food"
1316,_1W_H-By3_VhM_Bas4-JCQ,28.0687806,-82.4330623,1.5,15,"Sandwiches, Fast Food, Chicken Wings, Chicken Shop, Restaurants, Breakfast & Brunch"
1317,VanLASm07vSjUM_CbmIlBQ,28.0337868,-82.4837202,4.0,6,"Beauty & Spas, Convenience Stores, Drugstores, Shopping, Food, Cosmetics & Beauty Supply"
1318,zDhF-BMi9Tdubln7PYNc0Q,28.0000757,-82.5632646,4.0,69,"Delis, Grocery, Food, Restaurants, Meat Shops, Butcher, Specialty Food"
1319,A6mvg7BufgYX-ghyULRScg,28.0434863,-82.5904005,3.0,46,"Mexican, Restaurants, Fast Food"
1320,RfDM_uKnm093LvNnoKq0xg,27.9485983,-82.4560947,3.5,138,"Cafes, Food, Bars, Nightlife, Restaurants, Breakfast & Brunch, Coffee & Tea"
1321,f9GuuUQ6CK8yhjJhsuOqiA,28.0436403,-82.5125594,2.0,11,"Pizza, Italian, Restaurants"
1322,NOo-zJdcpnNNCNRxLrpeyg,27.9608979388,-82.463841252,3.0,29,"Pizza, Restaurants, Cocktail Bars, Bars, Nightlife, Italian"
1323,awP8K5-rmX6lfPy3CDCvsg,27.9536705,-82.5234085,4.0,17,"American (Traditional), Cafes, Breakfast & Brunch, Restaurants"
1324,FgCTLoMAkc_S34NPlLzswQ,28.0250407,-82.5120301,4.0,32,"Sandwiches, Latin American, Restaurants, Steakhouses, Barbeque, Buffets, Brazilian"
1325,_1n7jzhNiPoSTCtHbZ9HFA,27.9316183144,-82.3334911627,4.5,14,"Tobacco Shops, Sports Bars, Cigar Bars, Shopping, Bars, Lounges, Nightlife"
1326,t24_JnNptChMXityiA6mgQ,28.0401835,-82.468059,4.0,18,"Restaurants, Pizza, Chicken Wings, Italian, Salad"
1327,AV2MB75oRvnbek1_td3kXw,28.040979,-82.504303,3.5,31,"Food, Coffee & Tea, Home Decor, Used, Vintage & Consignment, Home & Garden, Shopping, Art Galleries, Fashion, Antiques, Arts & Entertainment"
1328,kmqurE4hVlewl390RaODNA,28.05148,-82.582006,3.0,8,"Restaurants, Pizza"
1329,12SbnXfsthBbBaF2YzhLfA,28.0644927,-82.5052643,2.5,97,"Tex-Mex, Bars, American (Traditional), Restaurants, Nightlife"
1330,sndjU66qBiPsCGmMpvtcQQ,27.9418442,-82.4611863,3.5,221,"American (Traditional), Event Planning & Services, Sandwiches, Burgers, Caterers, Bars, Restaurants, Breakfast & Brunch, Cajun/Creole, Delis, Nightlife, Diners"
1331,kSK8854lxpyrfaTEBQowzA,27.9430052,-82.3365132,2.5,21,"Chinese, Restaurants"
1332,2otpG9OkXE3Ldywjv97S5w,27.942069,-82.4832707,3.5,8,"Hookah Bars, Bars, Restaurants, Dance Clubs, Nightlife, Pizza"
1333,H4yazV6lsxq5_u8MIalKjA,27.9120785614,-82.5058803528,3.5,35,"Restaurants, Pizza"
1334,H5Rk-aunuEzGANXCBu-NPQ,27.9449042,-82.4930315,4.0,907,"Seafood, Party & Event Planning, Event Planning & Services, Restaurants, Mexican"
1335,ceB1XkRoJLbBPScXZsAF9g,27.9356125,-82.4767032,3.5,29,"Food, Bakeries, Restaurants, Cafes"
1336,O3e9xgI92__6qK9a937LeQ,28.0828200201,-82.5433006091,2.0,16,"Fast Food, Burgers, Coffee & Tea, Restaurants, Food"
1337,UcAIGeFEoBwigYj7gUMYkA,27.9656483302,-82.5212980805,3.5,7,"Bakeries, Desserts, Food"
1338,oKgRTFwRpdjXefdtyaW-Cg,28.0410644,-82.5047462,4.5,6,"Restaurants, Breakfast & Brunch"
1339,pE9w9HX3n2450uSdVXOGVg,27.9822260092,-82.5318517668,2.5,91,"Diners, Restaurants, Burgers, Breakfast & Brunch"
1340,6PmGl1cgMRm0oe5Idu8CZw,28.0344974,-82.5421181,3.5,198,"Nightlife, Sports Bars, American (New), Pizza, Italian, Bars, American (Traditional), Restaurants"
1341,-pLlLyzcGo6o3oiEaRPjqw,28.0249463122,-82.5037426822,4.0,6,"Grocery, Food"
1342,aZWNTrM5f3C34VWPZhQwcQ,28.0693744652,-82.5066982606,4.0,236,"Seafood, Restaurants, Nightlife, Cocktail Bars, American (New), Bars"
1343,v5IbyC2qHFFCbDk1IEyBvQ,27.9600219,-82.4488504,4.5,79,"Restaurants, Mexican, Tacos, Food Trucks, Food"
1344,ymWAII3ADa7f-cV5w-BrIQ,27.994822,-82.435076,3.5,33,"Barbeque, Restaurants, Food Trucks, Food"
1345,Gi-dfoMzYzBl46piRjmOtw,28.1434318,-82.3343375,4.0,11,"Restaurants, American (Traditional), Seafood, Food, Food Trucks"
1346,uZsStnH9w2xY15og9VsQZA,27.9604618,-82.4390128,3.0,418,"Italian, Restaurants, Bars, Nightlife, Sandwiches, Spanish, Cuban"
1347,KAksgCMLkJyEbrB6hfuVew,28.0644957,-82.5064413,4.0,62,"Breakfast & Brunch, American (New), Restaurants"
1348,9xCprW96TZFLajnnN-w8Pg,27.9222411,-82.493317,4.0,589,"Food, Bakeries, Gelato, Donuts, Ice Cream & Frozen Yogurt, Coffee & Tea"
1349,2PjqWbfEefH1AMpL4opE4A,27.9358877245,-82.4752438209,3.5,32,"Food, Coffee & Tea"
1350,OFTQjAsmZsRAnXeHDhlF6Q,27.8929116776,-82.493599,4.5,41,"American (New), Barbeque, Southern, Restaurants"
1351,bK7LfQzV8sS92tCV3FOzFA,28.010666,-82.30174,4.0,12,"Food, Gas Stations, Automotive, Convenience Stores"
1352,o_5z2Qt335Or-TTnECOIiw,27.9899809344,-82.4848981,4.0,265,"Barbeque, Steakhouses, Restaurants, Brazilian"
1353,NIScXMQfXt-l0mRfsa1VRA,27.9613417728,-82.4382287102,4.0,46,"Farmers Market, Food, Local Flavor"
1354,642kv5mYCqYr6COe49HMzA,27.975718,-82.532356,2.5,22,"Coffee Roasteries, Food, Coffee & Tea"
1355,nYZJW0VSRtieUjXJ-laIrQ,27.907212627,-82.505713908,1.5,42,"Restaurants, Mexican, Tacos, Tex-Mex, Fast Food, Breakfast & Brunch"
1356,JSBN7e31b_K0aIg0BTjNdg,27.9364355916,-82.4829012024,4.0,540,"American (Traditional), American (New), Burgers, Hot Dogs, Restaurants"
1357,iEcVRq1B-VWz4g6IoruOCQ,28.0632846,-82.5033296,2.5,6,"Restaurants, Chicken Wings, American (Traditional)"
1358,6HFVZzJu4VgazgmV73lQZA,28.153456,-82.35206,5.0,34,"Coffee & Tea, Food"
1359,xfsXGjtRcXyydgmUmfgKWQ,27.9396713,-82.4834192,3.5,224,"Restaurants, Pizza, Food, American (Traditional), Chicken Wings, Salad, Italian, Soup"
1360,YXCf94ZtwQ31N4sRhQGUSw,28.0331208,-82.4802665,3.5,30,"Restaurants, Food, Latin American, Peruvian"
1361,HKk5_zY0SRZoUurhLLAW7w,27.9749645,-82.482729,2.5,5,"Mexican, Restaurants"
